Item_ID	Sentence	Partitive	SentenceLength
169900:67	so you know, i guess 0 you sort of, you have *-1 to have trust some place along the way.	no	20
169930:79	i mean a lot of, a lot of people as kids or, you know, young people get into some things that they get out of *t*-1 later on	no	28
169968:20	uh, but, uh, some friends of mine have, uh, gone through this.	no	12
169969:80	i think 0 i'd look for a home where they got a lot of attention *t*-1 and, uh, where they did some things *-2 to try *-3 to keep them, um, mentally alive *t*-4. and where there was, uh, caring and compassionate, where there were caring and compassionate people, uh, operating it *t*-5.	no	54
170002:63	we used *-1 to go once a month, once every two months *-2 to visit some of the patients there.	yes	20
170010:51	do you think that in the case of the one that you've actually had some experience with *t*-1, that the people who *t*-2 operate it seem *-3 to have, what you'd perceive of *t*-4 as genuine concern?	no	39
170014:94	i, i think sometimes, you know, i've noticed, uh, people asking for, uh, some of the patients asking for things *ich*-1, uh, just repetitively and, but things that *t*-2 are not reasonable,	yes	33
170018:13	and so at some level the, the, the, uh,	no	9
170051:85	and it didn't look like, uh, you know, how, yo-, you, you walk into some rooms *t*-1 and there's, it's completely generic.	no	25
170133:26	a couple of times we've tried some things	no	9
170298:14	we actually do some work with some people down at georgia tech.	no	12
170298:23	we actually do some work with some people down at georgia tech.	no	12
170355:33	so there should be something *ich*-2 in there or some kind of clause that *t*-1 will subsidize people if they did lose their job other than, you know, uh, neglect or something like that.	no	34
170605:50	and i don't think 0 our part of the country is particularly bad compared to some.	no	17
170848:36	because i know 0 my grandparents wanted *-1 to have some independence still.	no	13
170852:13	they wanted some place 0 they can go and have their meals *t*-1 and a nurse on staff just in case they needed her	no	24
170860:12	there was some sort of full-time care place that *t*-1 was also associated *-2 with it	no	16
170966:55	uh, i've had, uh, three boys *ich*-1 through, i guess, uh, some child care, each one of them	no	19
170980:30	you'd like *-1 to get it from some good cutthroat capitalist company but not with child care.	no	18
170998:111	aren't don't they kind of use them for, everybody kind of use them for guinea pigs? for their per-, for their pet theories or some such thing?	no	29
171044:26	and they finding, in some cases they're finding 0 it *exp*-1's just not worth it * to work because it's all going out in daycare.	no	28
171232:7	some of that is really bad i think 0 *t*-1.	yes	10
171309:31	well i think 0 the court systems could stand some improvement.	no	11
171392:65	but i guess, i guess 0 i like the system that they have *t*-1 in some places where the defendant gets *-3 to choose whether he's, goes before a jury for sentencing or whether the judge gets *t*-2 to choose it *t*-4.	no	43
171393:18	some, some cases in some jurisdictions, they can do that.	no	10
171393:29	some, some cases in some jurisdictions, they can do that.	no	10
171406:112	but, the thing is too, 0 maybe they need more of a, i don't know, more of a expert types to, to be on some of these jury cases because most time you just pick, you know, joe blow or whoever and a good citizen or whoever an-, and call them in.	yes	53
171448:70	but i think 0 about, uh, about a year ago, uh, i bought a product from some company down at, uh, in atlanta, georgia.	no	24
171454:40	but i found that, uh, it was made *-1 of some material which *t*-2 actually ended up *-3 rusting uh, after,	no	21
171568:49	and they will gladly, no questions asked *-1, take it back if for some bizarre reason you decide 0 you don't want it anymore.	no	25
171787:14	they've had some serious problems in the past couple of years.	no	12
171801:25	and, uh, they've had some financial problems with the team and so forth.	no	14
171802:32	and it recently was sold *-1 to, uh, some other people	no	11
171877:28	and that's suppose *-1 to be some of the, uh, the male bonding and the, and the, uh, the male instincts, i guess 0 *t*-2, or something about the, uh,	yes	31
172028:13	we do some cooking, some barbecueing, have a few drinks and then go in and see the game and see the patriots lose and then go home and eat, drink some more.	no	32
172028:20	we do some cooking, some barbecueing, have a few drinks and then go in and see the game and see the patriots lose and then go home and eat, drink some more.	no	32
172028:93	we do some cooking, some barbecueing, have a few drinks and then go in and see the game and see the patriots lose and then go home and eat, drink some more.	no	32
172041:88	that you miss *t*-1 *-2 sitting home in your parlor, you know, uh, with, with a six pack of beer and some, uh, potato chips, you know	no	27
172078:56	i, i kind of agree with that, because i think 0 in some cases, uh, the jury may not even have, the information about other crimes 0 the person has committed *t*-1.	no	32
172086:38	uh, i, i think that in some cases that's considered *-1 to prejudice the current case	no	17
172116:15	there would be some types of crimes for which you're not guaranteed *-1 a jury trial *t*-2?	no	18
172153:17	but i meant for some, when both parties agreed that yes, we're going *-1 to have a judge here *t*-2.	no	21
172313:40	i've found that most of homework assignments mumblex really require some sort of computer, uh, simulation or analysis,	no	19
172344:12	i have some games *ich*-2, of course, which i play *t*-1 on there	no	13
172383:115	i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments.	no	30
172560:22	* still's that way to some extent.	no	8
172708:132	when you have the, when you have the, uh, the economy to scale and everything that a large corporation has *t*-1 *t*-2, and you can, uh, offer some incentive	no	29
172751:34	there ought *-4 to be, uh, uh, some compromise that *t*-1 could, where, uh, where the person would be guaranteed *-2 a, uh, career type position but not necessarily a continuation of exactly the same position uh, in exchange for a longer period of time *t*-3.	no	46
172778:10	at least some companies.	no	4
172791:51	there's no other way. i mean uh, unless they're part of some extended family which *t*-1 is unlikely.	no	20
173236:19	if i only had some place that i could store the, uh, camper top *t*-1, i would have it off most of the time.	no	24
173415:8	but some of them are very rich	yes	7
173845:19	and by definition, for some of us, at least, the public good includes * having an educated populace and then idea that, uh, you can make a sound judgment with respect to small votes in the, at the local level or bigger votes at the national level.	yes	47
173933:38	well, when mine were growing up *t*-1, i did some traveling and but not that extensively	no	16
174279:15	i've got some friends that *t*-1 are lawyers	no	9
174317:40	when i was, a couple of years ago, involved in some pretrial stuff *t*-1 and	no	15
174424:30	and, in fact, they're even letting some go.	no	9
174502:49	if some, if it *exp*-1 were possible * to market some, uh, form of, uh, space technology, you know, * to, uh, uh, to make it equitable, it might severely help the economy, you know, in the, in the, uh, respect that, you know, there's endless amounts of research 0 *t*-2 to be done *-3. endless amounts of resources and and whatnot,	no	63
174506:31	it would be great if we could find some way 0 * to, to, uh, use that * to boost the economy *t*-1.	no	23
174512:105	i've always, uh, felt that, uh, uh, one of the long-term solutions that, at least a few of our problems would be * to have, uh, some sort of, uh, solar power satellites up.	no	35
174529:151	so the side effects of * doing that which i think 0 *t*-1 would be good, you know, very, very good for al-, for everyone in the long run is, uh, is it, 0 some of the other things 0 i'd like *-2 to see *t*-3 happen would happen also,	no	51
174561:139	the only commitments that they're interested in *-1 making *t*-2 or even talking about *t*-2 are ones for flash value like, uh, the trip to mars. which *t*-3 is, would, would produce some useful scientific research and so forth,	no	40
174665:8	in some ways i don't like it because it's like they're playing god.	no	16
174676:23	and, of course, you have some savings in terms of taxpayer money *-1 keeping people in jail or not.	no	19
